cap_shape,cap_color,bruises,odor,gill_spacing,gill_color,stalk_shape,habitat,age_in_days,class
sunken,gray,no,none,distant,black,enlarging,paths,3,poisonous
knobbed,gray,no,fishy,close,gray,tapering,urban,1,edible
conical,yellow,no,almond,close,brown,enlarging,paths,7,poisonous
knobbed,gray,yes,foul,distant,gray,tapering,meadows,15,edible
conical,red,no,almond,close,brown,tapering,woods,15,edible
conical,yellow,yes,pungent,close,black,enlarging,woods,5,edible
bell,yellow,yes,almond,distant,buff,tapering,grasses,15,edible
knobbed,yellow,no,fishy,distant,buff,enlarging,urban,15,poisonous
knobbed,red,yes,pungent,distant,brown,enlarging,woods,12,edible
knobbed,gray,yes,almond,distant,chocolate,tapering,paths,13,poisonous
flat,brown,yes,none,crowded,gray,tapering,paths,8,edible
bell,brown,yes,foul,distant,gray,tapering,grasses,7,poisonous
sunken,gray,no,foul,distant,buff,enlarging,woods,6,edible
flat,white,no,pungent,crowded,buff,tapering,paths,8,poisonous
knobbed,red,yes,pungent,distant,buff,tapering,woods,8,edible
sunken,brown,no,fishy,crowded,brown,enlarging,paths,14,poisonous
sunken,white,no,foul,distant,gray,enlarging,grasses,1,poisonous
knobbed,yellow,yes,none,crowded,gray,tapering,paths,15,poisonous
knobbed,white,no,fishy,crowded,brown,enlarging,grasses,9,poisonous
sunken,red,no,pungent,close,chocolate,enlarging,paths,3,poisonous
bell,red,yes,almond,distant,gray,tapering,meadows,2,poisonous
sunken,gray,no,none,distant,chocolate,enlarging,paths,2,poisonous
sunken,red,no,almond,close,brown,tapering,meadows,15,poisonous
sunken,white,yes,foul,crowded,brown,enlarging,grasses,3,poisonous
sunken,red,no,foul,distant,black,enlarging,urban,9,poisonous
knobbed,red,no,foul,distant,black,enlarging,paths,3,poisonous
bell,gray,no,fishy,distant,brown,tapering,woods,14,edible
conical,white,yes,foul,distant,brown,tapering,grasses,2,poisonous
sunken,red,yes,fishy,close,gray,tapering,woods,8,poisonous
flat,gray,no,almond,crowded,black,enlarging,urban,12,poisonous
conical,white,no,almond,close,black,tapering,paths,11,edible
bell,yellow,no,none,distant,gray,enlarging,urban,3,edible
sunken,red,no,pungent,close,gray,enlarging,woods,6,poisonous
sunken,brown,yes,pungent,close,gray,enlarging,paths,11,poisonous
sunken,brown,yes,foul,crowded,gray,tapering,woods,2,edible
flat,gray,no,pungent,close,buff,tapering,meadows,11,poisonous
flat,brown,no,none,close,gray,tapering,grasses,11,poisonous
bell,brown,no,foul,distant,black,tapering,paths,8,edible
conical,white,no,almond,distant,chocolate,enlarging,meadows,8,poisonous
bell,gray,no,almond,close,chocolate,tapering,grasses,11,poisonous
sunken,gray,yes,almond,close,chocolate,enlarging,meadows,1,edible
knobbed,white,no,almond,close,buff,tapering,meadows,12,poisonous
flat,white,no,foul,crowded,gray,enlarging,woods,4,edible
flat,brown,no,pungent,close,chocolate,enlarging,meadows,11,poisonous
flat,brown,no,none,distant,buff,tapering,grasses,3,poisonous
knobbed,red,yes,pungent,close,brown,tapering,paths,11,edible
knobbed,gray,no,almond,distant,buff,tapering,grasses,13,edible
sunken,gray,yes,almond,crowded,chocolate,tapering,meadows,11,edible
knobbed,white,yes,fishy,distant,buff,tapering,meadows,3,poisonous
conical,yellow,yes,foul,crowded,black,tapering,paths,6,edible
flat,red,yes,foul,close,gray,tapering,grasses,11,poisonous
sunken,white,yes,fishy,distant,buff,tapering,grasses,15,edible
knobbed,gray,yes,none,distant,buff,enlarging,grasses,13,edible
sunken,yellow,yes,none,distant,gray,tapering,grasses,3,poisonous
flat,brown,no,almond,distant,chocolate,enlarging,urban,5,poisonous
flat,gray,no,pungent,close,gray,tapering,meadows,2,edible
conical,white,yes,pungent,crowded,buff,enlarging,meadows,3,edible
flat,red,no,pungent,distant,black,enlarging,meadows,13,edible
flat,white,no,foul,crowded,chocolate,tapering,paths,10,edible
sunken,red,no,foul,crowded,brown,tapering,grasses,10,edible
flat,brown,yes,fishy,crowded,black,enlarging,paths,9,poisonous
knobbed,white,no,almond,close,gray,tapering,paths,3,edible
conical,brown,yes,pungent,close,buff,tapering,paths,10,poisonous
sunken,white,no,pungent,distant,buff,tapering,urban,9,edible
flat,yellow,yes,pungent,crowded,gray,tapering,urban,11,poisonous
flat,red,no,almond,crowded,black,tapering,meadows,10,poisonous
flat,white,yes,foul,distant,black,enlarging,urban,1,edible
knobbed,yellow,no,fishy,crowded,brown,tapering,woods,13,poisonous
knobbed,brown,yes,almond,distant,brown,enlarging,grasses,12,poisonous
conical,white,no,fishy,close,gray,tapering,paths,4,poisonous
sunken,gray,no,pungent,distant,buff,tapering,paths,14,poisonous
knobbed,white,yes,pungent,close,chocolate,enlarging,urban,12,poisonous
conical,brown,no,none,close,chocolate,tapering,meadows,13,poisonous
conical,red,yes,none,crowded,gray,tapering,urban,7,poisonous
conical,gray,no,fishy,close,black,tapering,urban,5,edible
flat,white,yes,foul,close,brown,enlarging,meadows,12,edible
flat,red,yes,almond,distant,brown,enlarging,woods,2,edible
conical,brown,yes,pungent,distant,gray,enlarging,woods,7,poisonous
knobbed,brown,yes,none,distant,chocolate,tapering,paths,7,edible
sunken,yellow,yes,almond,distant,gray,tapering,grasses,3,edible
sunken,white,yes,fishy,crowded,gray,tapering,urban,13,poisonous
knobbed,white,no,foul,close,buff,enlarging,urban,11,edible
conical,gray,no,none,crowded,black,enlarging,paths,10,poisonous
sunken,brown,yes,fishy,distant,gray,tapering,urban,3,poisonous
bell,red,yes,pungent,distant,chocolate,tapering,grasses,15,poisonous
flat,red,yes,none,distant,buff,enlarging,woods,14,edible
flat,red,yes,almond,crowded,buff,enlarging,meadows,12,poisonous
flat,brown,no,none,crowded,buff,enlarging,grasses,5,poisonous
flat,gray,no,fishy,close,chocolate,tapering,paths,4,edible
knobbed,yellow,no,foul,close,buff,enlarging,grasses,14,poisonous
knobbed,red,no,pungent,crowded,black,enlarging,meadows,12,poisonous
sunken,white,yes,none,crowded,gray,enlarging,grasses,10,poisonous
knobbed,gray,no,fishy,close,black,tapering,grasses,9,edible
sunken,red,no,foul,crowded,chocolate,enlarging,woods,1,poisonous
knobbed,brown,no,almond,distant,gray,enlarging,grasses,15,edible
conical,gray,no,almond,distant,brown,enlarging,meadows,8,poisonous
knobbed,brown,no,foul,close,gray,tapering,paths,2,edible
bell,yellow,yes,foul,crowded,gray,enlarging,urban,15,edible
sunken,white,yes,almond,close,gray,enlarging,paths,12,edible
conical,brown,yes,none,close,black,tapering,grasses,8,edible
sunken,yellow,no,fishy,close,buff,tapering,woods,4,edible
conical,brown,yes,fishy,close,gray,enlarging,meadows,2,poisonous
conical,red,no,none,distant,buff,tapering,meadows,5,edible
bell,red,yes,pungent,crowded,chocolate,enlarging,woods,9,poisonous
flat,yellow,yes,fishy,close,buff,enlarging,woods,8,edible
sunken,brown,yes,pungent,close,black,enlarging,woods,10,poisonous
flat,gray,no,foul,distant,buff,enlarging,paths,13,poisonous
conical,gray,no,almond,distant,chocolate,tapering,woods,7,poisonous
bell,red,no,foul,crowded,buff,enlarging,paths,5,edible
conical,gray,yes,none,distant,brown,enlarging,paths,2,edible
flat,white,no,almond,crowded,chocolate,tapering,meadows,3,poisonous
sunken,red,no,foul,distant,gray,enlarging,woods,4,edible
flat,brown,no,almond,crowded,chocolate,enlarging,woods,3,edible
knobbed,yellow,yes,none,crowded,brown,tapering,paths,14,edible
bell,gray,no,none,close,black,tapering,woods,11,edible
flat,white,yes,fishy,close,brown,enlarging,woods,9,poisonous
knobbed,yellow,no,foul,distant,black,tapering,grasses,12,poisonous
flat,gray,no,none,distant,buff,enlarging,woods,8,poisonous
sunken,gray,yes,pungent,crowded,black,tapering,paths,5,poisonous
knobbed,yellow,no,none,distant,buff,tapering,paths,14,poisonous
sunken,red,yes,almond,distant,chocolate,enlarging,urban,4,poisonous
knobbed,yellow,no,pungent,crowded,brown,tapering,grasses,2,poisonous
conical,gray,yes,foul,distant,brown,enlarging,urban,9,edible
conical,gray,no,pungent,distant,black,tapering,meadows,3,poisonous
knobbed,yellow,no,none,close,gray,tapering,urban,5,edible
bell,yellow,no,pungent,crowded,gray,enlarging,paths,10,edible
conical,yellow,yes,pungent,close,chocolate,tapering,urban,2,edible
flat,brown,yes,pungent,distant,brown,enlarging,paths,7,edible
flat,brown,yes,foul,close,brown,tapering,grasses,6,edible
knobbed,gray,no,fishy,crowded,brown,enlarging,meadows,14,poisonous
flat,yellow,no,pungent,close,chocolate,tapering,grasses,10,poisonous
flat,brown,no,almond,distant,buff,enlarging,grasses,8,edible
sunken,yellow,yes,foul,close,black,enlarging,paths,3,edible
knobbed,gray,no,pungent,close,chocolate,enlarging,woods,3,poisonous
flat,yellow,no,foul,crowded,chocolate,enlarging,woods,13,poisonous
sunken,brown,yes,fishy,close,buff,enlarging,meadows,7,edible
conical,gray,yes,none,crowded,black,enlarging,meadows,15,edible
bell,yellow,no,none,crowded,gray,enlarging,grasses,15,edible
flat,white,no,pungent,close,brown,enlarging,urban,7,edible
bell,gray,yes,pungent,crowded,brown,tapering,woods,2,poisonous
knobbed,gray,no,almond,distant,black,enlarging,grasses,14,edible
conical,red,no,none,distant,brown,tapering,meadows,6,edible
flat,brown,yes,foul,crowded,buff,tapering,woods,7,poisonous
bell,brown,no,fishy,distant,chocolate,tapering,urban,7,edible
flat,gray,no,almond,close,chocolate,enlarging,woods,9,poisonous
knobbed,yellow,no,fishy,close,buff,tapering,paths,15,edible
bell,red,no,almond,crowded,chocolate,enlarging,grasses,4,poisonous
sunken,white,yes,pungent,close,buff,tapering,woods,11,edible
bell,brown,yes,foul,distant,black,enlarging,woods,6,edible
flat,white,yes,none,crowded,gray,enlarging,woods,3,poisonous
conical,brown,yes,none,close,gray,enlarging,meadows,5,edible
bell,brown,no,pungent,distant,brown,tapering,urban,12,edible
sunken,gray,no,none,crowded,black,tapering,grasses,12,edible
conical,gray,no,none,crowded,brown,tapering,paths,10,poisonous
flat,white,yes,fishy,distant,chocolate,tapering,urban,4,poisonous
knobbed,white,no,fishy,close,black,tapering,woods,12,poisonous
bell,red,no,none,close,buff,enlarging,meadows,10,edible
knobbed,gray,no,almond,distant,chocolate,enlarging,woods,9,edible
sunken,yellow,no,pungent,close,buff,enlarging,meadows,10,edible
bell,red,yes,none,crowded,buff,enlarging,paths,8,poisonous
conical,yellow,yes,pungent,close,buff,enlarging,grasses,1,edible
knobbed,gray,no,foul,distant,chocolate,enlarging,meadows,9,poisonous
bell,brown,yes,almond,close,gray,enlarging,urban,5,edible
bell,white,no,foul,distant,buff,enlarging,urban,12,edible
knobbed,white,no,foul,crowded,brown,tapering,grasses,1,poisonous
sunken,white,no,pungent,crowded,black,tapering,urban,9,poisonous
conical,red,no,fishy,distant,brown,tapering,urban,14,poisonous
bell,yellow,no,none,crowded,buff,tapering,meadows,11,poisonous
knobbed,white,no,none,close,chocolate,enlarging,woods,11,poisonous
bell,white,no,foul,distant,gray,tapering,grasses,2,edible
sunken,red,yes,foul,crowded,black,tapering,grasses,1,edible
knobbed,yellow,yes,pungent,distant,gray,tapering,paths,7,poisonous
conical,yellow,no,none,close,chocolate,enlarging,urban,5,edible
knobbed,yellow,no,almond,distant,gray,tapering,meadows,9,edible
flat,brown,yes,foul,close,buff,enlarging,meadows,14,edible
sunken,yellow,yes,pungent,distant,buff,enlarging,urban,2,edible
knobbed,yellow,yes,none,distant,chocolate,enlarging,paths,7,edible
knobbed,yellow,yes,none,crowded,gray,enlarging,urban,9,poisonous
knobbed,brown,yes,none,close,buff,enlarging,woods,5,edible
conical,gray,no,foul,close,buff,enlarging,meadows,4,poisonous
conical,brown,yes,pungent,crowded,black,enlarging,meadows,7,poisonous
bell,yellow,no,pungent,crowded,buff,enlarging,urban,12,poisonous
conical,white,no,almond,close,gray,enlarging,meadows,4,poisonous
conical,gray,yes,almond,crowded,buff,enlarging,grasses,15,poisonous
bell,white,yes,foul,crowded,gray,enlarging,urban,10,edible
bell,white,yes,none,close,black,enlarging,woods,14,poisonous
conical,yellow,yes,foul,crowded,black,tapering,urban,11,poisonous
bell,gray,no,fishy,close,chocolate,tapering,urban,1,poisonous
knobbed,brown,no,none,close,chocolate,tapering,woods,11,poisonous
knobbed,yellow,no,none,crowded,gray,tapering,urban,13,poisonous
bell,red,yes,pungent,crowded,black,enlarging,woods,15,poisonous
conical,gray,no,pungent,crowded,black,enlarging,woods,1,poisonous
bell,red,yes,fishy,distant,brown,enlarging,grasses,14,edible
flat,red,no,foul,distant,black,enlarging,grasses,10,edible
knobbed,yellow,yes,pungent,distant,brown,tapering,urban,14,poisonous
sunken,white,yes,fishy,distant,chocolate,enlarging,meadows,2,edible
conical,yellow,no,fishy,close,buff,tapering,urban,10,edible
flat,white,yes,pungent,close,chocolate,enlarging,woods,9,poisonous
knobbed,white,yes,foul,close,black,enlarging,meadows,9,poisonous
knobbed,brown,yes,almond,close,chocolate,enlarging,meadows,6,poisonous
conical,white,yes,none,crowded,chocolate,tapering,urban,6,poisonous
conical,red,yes,none,close,buff,tapering,meadows,11,edible
bell,brown,no,fishy,crowded,brown,enlarging,grasses,3,poisonous
conical,red,no,almond,close,brown,tapering,urban,1,edible
conical,white,yes,none,crowded,buff,enlarging,grasses,6,poisonous
conical,yellow,yes,none,close,buff,enlarging,grasses,3,poisonous
knobbed,white,yes,none,crowded,gray,tapering,woods,13,edible
knobbed,red,yes,fishy,crowded,chocolate,tapering,grasses,7,poisonous
sunken,red,no,fishy,crowded,black,enlarging,woods,2,edible
knobbed,red,no,fishy,distant,buff,enlarging,woods,11,poisonous
knobbed,yellow,yes,pungent,crowded,chocolate,enlarging,woods,2,edible
bell,white,yes,almond,crowded,brown,tapering,urban,9,poisonous
sunken,gray,no,fishy,distant,brown,tapering,urban,10,edible
knobbed,red,yes,foul,distant,buff,tapering,urban,10,edible
bell,red,yes,almond,crowded,black,enlarging,woods,10,poisonous
bell,brown,yes,fishy,distant,brown,tapering,urban,8,edible
flat,white,yes,fishy,crowded,chocolate,tapering,meadows,7,edible
knobbed,white,yes,fishy,close,gray,tapering,meadows,3,edible
conical,gray,no,almond,close,black,enlarging,urban,5,poisonous
flat,brown,no,none,distant,chocolate,enlarging,meadows,11,edible
flat,yellow,no,almond,close,black,enlarging,paths,4,edible
conical,yellow,no,almond,distant,brown,tapering,grasses,5,edible
sunken,gray,yes,foul,close,brown,tapering,urban,9,edible
bell,white,no,fishy,distant,buff,enlarging,meadows,15,edible
flat,gray,no,foul,close,buff,enlarging,grasses,7,edible
conical,red,no,foul,crowded,black,tapering,urban,11,poisonous
conical,gray,yes,none,close,gray,enlarging,grasses,4,edible
conical,red,yes,pungent,close,black,tapering,meadows,11,edible
conical,white,yes,fishy,crowded,black,tapering,woods,15,poisonous
bell,brown,yes,almond,distant,gray,enlarging,urban,1,edible
knobbed,red,no,foul,crowded,brown,enlarging,meadows,1,edible
bell,red,no,fishy,crowded,black,tapering,grasses,11,edible
knobbed,white,yes,fishy,distant,gray,tapering,paths,15,edible
flat,brown,no,foul,close,black,tapering,urban,3,edible
bell,brown,no,almond,close,gray,tapering,paths,7,poisonous
knobbed,brown,no,none,crowded,brown,tapering,meadows,14,edible
sunken,white,yes,pungent,distant,brown,tapering,meadows,11,edible
flat,red,no,fishy,crowded,gray,enlarging,paths,4,edible
bell,brown,no,pungent,distant,brown,enlarging,woods,11,poisonous
conical,white,yes,fishy,crowded,chocolate,enlarging,grasses,11,poisonous
sunken,gray,no,fishy,distant,buff,tapering,paths,12,edible
sunken,gray,no,none,close,buff,tapering,woods,1,poisonous
conical,brown,no,fishy,close,buff,tapering,grasses,6,edible
flat,yellow,no,foul,crowded,buff,enlarging,paths,13,edible
bell,red,no,almond,crowded,chocolate,tapering,meadows,12,edible
bell,brown,no,pungent,distant,chocolate,enlarging,grasses,4,edible
sunken,red,no,none,crowded,brown,tapering,woods,13,poisonous
flat,red,yes,foul,distant,black,enlarging,meadows,11,edible
sunken,yellow,yes,none,distant,gray,enlarging,meadows,7,edible
conical,gray,yes,almond,crowded,brown,enlarging,woods,12,edible
conical,yellow,yes,foul,distant,black,enlarging,paths,3,poisonous
conical,white,no,none,distant,brown,enlarging,urban,14,poisonous
knobbed,yellow,no,none,crowded,buff,enlarging,woods,6,edible
knobbed,brown,yes,none,crowded,chocolate,enlarging,paths,5,poisonous
conical,red,no,fishy,close,brown,tapering,woods,13,edible
knobbed,yellow,no,almond,crowded,chocolate,tapering,urban,6,edible
bell,white,no,fishy,crowded,chocolate,enlarging,grasses,3,edible
bell,yellow,yes,fishy,close,chocolate,tapering,woods,7,edible
knobbed,yellow,yes,fishy,close,buff,enlarging,meadows,9,edible
flat,yellow,no,almond,distant,brown,enlarging,grasses,1,edible
conical,white,yes,pungent,close,gray,tapering,grasses,14,edible
bell,brown,no,fishy,distant,black,tapering,grasses,12,edible
bell,white,yes,fishy,distant,brown,tapering,grasses,8,poisonous
sunken,yellow,yes,almond,distant,gray,enlarging,paths,3,poisonous
flat,white,yes,fishy,close,gray,tapering,meadows,6,poisonous
flat,brown,no,none,crowded,gray,enlarging,urban,3,edible
sunken,yellow,no,fishy,crowded,chocolate,enlarging,meadows,5,poisonous
bell,red,yes,foul,distant,gray,tapering,paths,8,edible
knobbed,yellow,yes,almond,close,buff,enlarging,meadows,7,poisonous
bell,gray,yes,none,distant,buff,tapering,woods,8,edible
sunken,red,no,almond,close,black,enlarging,grasses,1,edible
bell,red,yes,none,crowded,chocolate,enlarging,woods,2,edible
sunken,red,no,pungent,distant,chocolate,enlarging,paths,11,edible
bell,gray,yes,pungent,distant,brown,tapering,urban,9,edible
conical,gray,no,fishy,crowded,brown,enlarging,grasses,5,poisonous
sunken,brown,no,fishy,close,buff,enlarging,meadows,3,poisonous
conical,white,yes,pungent,close,chocolate,enlarging,meadows,14,edible
bell,red,no,fishy,distant,gray,tapering,woods,11,poisonous
sunken,red,yes,almond,crowded,black,tapering,grasses,3,edible
sunken,gray,yes,foul,distant,chocolate,enlarging,woods,15,poisonous
bell,brown,yes,fishy,distant,chocolate,enlarging,paths,5,poisonous
